ResponseId,StartDate,EndDate,Progress,Durationinseconds,Finished,Captcha,SharingType,SocialMedia,nicks,headlineS1,headlineC1,t_PageSubmit1,headlineS2,headlineC2,t_PageSubmit2,headlineS3,headlineC3,t_PageSubmit3,headlineS4,headlineC4,t_PageSubmit4,headlineS5,headlineC5,t_PageSubmit5,headlineS6,headlineC6,t_PageSubmit6,headlineS7,headlineC7,t_PageSubmit7,headlineS8,headlineC8,t_PageSubmit8,headlineS9,headlineC9,t_PageSubmit9,headlineS10,headlineC10,t_PageSubmit10,headlineS11,headlineC11,t_PageSubmit11,headlineS12,headlineC12,t_PageSubmit12,headlineS13,headlineC13,t_PageSubmit13,headlineS14,headlineC14,t_PageSubmit14,headlineS15,headlineC15,t_PageSubmit15,headlineS16,headlineC16,t_PageSubmit16,headlineS17,headlineC17,t_PageSubmit17,headlineS18,headlineC18,t_PageSubmit18,headlineS19,headlineC19,t_PageSubmit19,headlineS20,headlineC20,t_PageSubmit20,headlineS21,headlineC21,t_PageSubmit21,headlineS22,headlineC22,t_PageSubmit22,headlineS23,headlineC23,t_PageSubmit23,headlineS24,headlineC24,t_PageSubmit24,headlineS25,headlineC25,t_PageSubmit25,headlineS26,headlineC26,t_PageSubmit26,headlineS27,headlineC27,t_PageSubmit27,headlineS28,headlineC28,t_PageSubmit28,headlineS29,headlineC29,t_PageSubmit29,headlineS30,headlineC30,t_PageSubmit30,headlineS31,headlineC31,t_PageSubmit31,headlineS32,headlineC32,t_PageSubmit32,headlineS33,headlineC33,t_PageSubmit33,headlineS34,headlineC34,t_PageSubmit34,headlineS35,headlineC35,t_PageSubmit35,headlineS36,headlineC36,t_PageSubmit36,headlineS37,headlineC37,t_PageSubmit37,headlineS38,headlineC38,t_PageSubmit38,headlineS39,headlineC39,t_PageSubmit39,headlineS40,headlineC40,t_PageSubmit40,domains,screener_2,Party,DemRep_C,Social_Conserv,Economic_Conserv,ap_1,ap_2,screener_3,CRT_1,tCRT_PageSubmit_1,CRT_2,tCRT_PageSubmit_2,CRT_3,tCRT_PageSubmit_3,Age,Gender,Education,Income,Ethnicity,god,trust,risk,Random,Google,Lucid_age,Lucid_gender,Lucid_hhi,Lucid_ethnicity,Lucid_hispanic,Lucid_education,Lucid_political_party,Lucid_region
"R_3nJLxxkdE51vs8B","2022-04-27 20:40:44","2022-04-27 20:50:40",100,596,1,"15","1","1,2,4",5,,,,1,1,6.04,,,,,,,1,1,5.103,,,,1,1,5.301,,,,1,1,11.689,,,,1,1,12.333,,,,1,5,9.901,,,,,,,,,,1,1,7.087,7,7,9.801,5,6,12.447,1,1,5,6,6,6.529,,,,1,1,7.267,1,1,5.527,1,1,5.749,,,,,,,4,4,12.001,,,,,,,1,1,58.284,,,,,,,5,7,7.289,7,7,5.029,,,,7,7,5.161,,,,1,1,7.793,,,,"6","3,5",3,1,1,1,3,64,"4,5",8,46.201,50,83.376,20,29.465,30,2,2,2,"1,4",1,6,9,2,2,30,2,,15,1,,,1
"R_9yOfNKTWqAtEDGF","2022-04-27 20:49:53","2022-04-27 20:50:59",100,65,1,"15","3","1,4,5,8",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,56,2,3,1,1,,,2
"R_3np9Ly7Xka9OQrl","2022-04-27 20:44:44","2022-04-27 20:51:01",100,377,1,"15","1,2,5","1,2,3,4,8",5,,,,,,,,,,6,7,5.701,,,,7,7,10.068,3,7,7.078,7,7,10.833,7,7,7.687,7,7,5.383,1,7,8.096,7,7,5.586,,,,,,,,,,,,,,,,7,7,6.454,4,7,9.68,,,,4,7,6.34,,,,7,7,7.365,,,,6,7,10.644,,,,,,,,,,7,7,5.697,4,6,9.052,,,,6,7,6.3,3,5,18.84,,,,,,,2,5,20.821,,,,4,7,5.241,6,7,9.069,,,,"1,4,5,7,8,9,18,19","3,5",3,4,3,3,51,24,"4,5",8,6.523,50,15.265,20,11.356,31,2,3,8,"1",4,2,9,2,2,31,2,15,1,1,6,2,1
"R_2tOhVc5rSEGhdhn","2022-04-27 20:41:26","2022-04-27 20:51:09",100,582,1,"15","3","1,3",5,2,2,11.1,,,,4,4,9.977,,,,4,4,8.958,4,4,10.414,,,,4,4,10.485,,,,2,2,10.227,4,5,15.47,,,,2,2,8.773,,,,,,,,,,2,2,11.701,,,,4,4,14,,,,,,,2,2,11.919,3,3,12.747,,,,,,,2,2,7.448,,,,2,2,11.648,,,,4,5,12.177,3,3,9.895,,,,,,,,,,5,5,8.3,,,,,,,3,4,23.759,4,4,8.465,2,2,9.48,"1,2,3,4,5,6,7,8,9,17,18,19,40,46","2",3,4,3,3,88,30,"4,5",48,25.226,50,17.571,20,32.79,59,2,2,6,"1",7,4,6,1,2,59,2,10,1,1,4,3,3
"R_ujBWuSMZbaNHVst","2022-04-27 20:50:03","2022-04-27 20:51:14",100,70,1,"15","3","1,2,3,4,8",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,34,2,27,1,2,4,3,3
"R_1Om0Me8umDBZ3sd","2022-04-27 20:44:16","2022-04-27 20:51:18",100,421,1,"15","4,5","1",5,1,2,9.218,,,,,,,,,,,,,,,,,,,,,,1,1,7.016,,,,2,4,9.776,1,2,7.212,1,1,7.965,,,,1,1,41.743,1,1,16.396,1,1,11.535,1,1,6.585,,,,1,1,7.428,,,,1,1,6.734,1,1,6.481,1,3,9.219,1,1,9.644,1,1,18.481,,,,,,,1,1,9.297,1,2,7.663,,,,,,,2,4,10.822,,,,,,,,,,,,,,,,1,1,4.145,2,2,8.833,"1,3,17","6",3,3,3,3,64,81,"1,4",8,6.254,10,5.99,39,10.99,56,1,3,4,"1",6,5,7,2,2,56,1,6,1,1,6,1,2
"R_2dzMGqfJld04iqj","2022-04-27 20:41:32","2022-04-27 20:51:24",100,591,1,"15","","1,2,4,5",5,4,4,10.321,,,,6,6,13.126,,,,,,,6,7,10.208,,,,6,6,12.635,,,,4,4,13.165,5,5,12.407,7,7,10.948,4,5,8.701,,,,,,,,,,,,,6,6,7.062,4,3,12.522,,,,5,6,19.417,,,,6,6,16.915,5,5,14.454,4,4,15.755,,,,4,4,13.324,,,,6,6,13.888,,,,,,,6,7,8.264,,,,6,6,11.56,,,,6,5,22.242,,,,,,,7,6,12.63,,,,"1,3,4,7,8,9,44","6",2,5,5,4,85,32,"4",8,20.719,50,29.911,20,82.306,63,2,6,10,"6",8,7,8,1,2,62,2,23,15,13,10,2,3
"R_3h5st74Q32NusXz","2022-04-27 20:44:23","2022-04-27 20:51:26",100,423,1,"15","1,2,3","1,3,4",5,2,2,5.052,,,,2,3,5.716,,,,2,4,17.799,,,,4,4,11.326,2,2,9.046,2,2,19.992,,,,,,,,,,3,4,7.667,,,,,,,2,3,9.952,3,5,8.86,,,,4,4,6.289,,,,,,,2,2,5.445,,,,2,2,5.525,2,2,7.133,3,3,7.049,,,,,,,,,,2,2,6.429,,,,2,3,7.243,2,2,13.49,3,4,9.263,2,4,6.769,,,,2,2,10.464,,,,,,,,,,"2,4,15","3,5",1,2,2,2,16,74,"4,5",8,16.486,50,23.71,20,11.6,27,2,4,2,"1",8,6,6,2,2,27,2,2,1,1,,,1
"R_3CTmiOghPmC7RrR","2022-04-27 20:50:05","2022-04-27 20:51:31",100,85,1,"15","6","7",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,68,1,21,1,1,4,2,1
"R_sNGCINuwsuFGECJ","2022-04-27 20:51:12","2022-04-27 20:51:32",100,19,1,"15","","1,4",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,36,2,10,1,1,8,3,3
"R_1rvmphfIjVuuPvb","2022-04-27 20:51:19","2022-04-27 20:51:39",100,19,1,"16","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,40,1,1,2,1,7,,3
"R_2agnzowQS6A3mab","2022-04-27 20:44:35","2022-04-27 20:51:43",100,428,1,"15","3","3,4,8",5,,,,5,3,5.817,,,,5,6,6.194,,,,7,5,7.493,7,7,20.779,2,6,7.368,,,,,,,,,,,,,,,,3,2,4.423,4,4,11.323,,,,,,,7,7,7.451,7,7,6.435,3,3,3.249,,,,,,,,,,,,,,,,4,4,14.182,5,4,7.469,,,,,,,4,3,6.064,3,5,5.725,3,5,8.653,4,2,8.816,7,6,6.353,4,3,11.825,,,,7,7,9.237,3,2,6.167,,,,,,,"1,4","6",3,4,3,3,50,50,"3",8,10.161,5,40.383,10,21.201,18,2,2,3,"1,2",5,4,11,2,2,18,2,27,1,1,4,,2
"R_cNlyRkU6AlSYUrT","2022-04-27 20:51:18","2022-04-27 20:51:48",100,29,1,"2","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,34,2,4,1,1,4,6.667e+09,3
"R_2fkD205Bl1Mudng","2022-04-27 20:42:37","2022-04-27 20:51:49",100,551,1,"15","1,3,4","1,3,4,5,8",5,,,,2,5,12.121,3,6,12.177,,,,,,,3,4,21.12,1,5,11.383,,,,,,,2,4,16.74,,,,,,,,,,2,3,31.526,4,5,13.861,,,,2,3,28.785,1,4,11.645,2,6,9.299,,,,,,,4,6,12.942,,,,4,5,13.1,2,3,13.255,2,3,12.952,,,,3,3,11.316,2,2,9.051,,,,,,,,,,2,4,9.717,,,,,,,3,4,12.862,4,6,9.401,,,,3,2,8.596,,,,"1,3,5,6,9,14","3,5",1,2,1,2,18,66,"4,5",4,32.756,1,29.124,15,15.198,36,2,6,10,"1",8,4,4,2,2,36,2,,15,2,,4,3
"R_2EugxXQeu9YkODL","2022-04-27 20:44:35","2022-04-27 20:51:53",100,437,1,"15","1","1,2,4",5,1,1,11.215,5,7,11.408,,,,5,7,9.419,6,6,10.562,5,7,10.976,,,,,,,,,,2,4,12.716,7,7,9.55,4,5,7.982,7,7,7.654,,,,,,,7,7,8.568,,,,,,,,,,,,,,,,4,5,9.2,,,,4,4,7.865,5,6,9.08,,,,,,,4,4,8.812,,,,5,5,9.191,3,2,8.922,3,6,10.766,,,,,,,,,,,,,4,4,14.912,5,6,8.441,,,,6,7,6.899,"3,4,5,9,17","3,5",1,3,2,2,0,82,"4,5",8,15.033,100,13.799,20,20.226,61,2,2,7,"1",7,6,3,2,2,61,2,11,1,1,4,1,2
"R_2RWaLPrqhS6FPD2","2022-04-27 20:39:48","2022-04-27 20:52:03",100,734,1,"15","1,3","1,3,5",5,,,,7,7,14.788,,,,4,7,13.896,,,,,,,,,,6,6,17.488,,,,6,6,25.228,3,4,19.754,7,6,15.994,,,,,,,,,,6,6,14.911,6,6,9.862,3,3,11.912,3,3,61.616,,,,,,,,,,,,,7,7,18.623,,,,,,,,,,1,1,6.901,6,6,9.694,,,,2,2,19.506,4,4,94.698,3,3,13.7,5,5,13.306,4,4,8.489,,,,6,6,11.098,,,,,,,6,6,11.983,"3,4,9","3,5",2,5,3,3,67,35,"4,5",8,18.037,50,22.821,20,27.032,42,1,5,5,"1",7,5,6,2,2,58,1,5,1,1,6,2,2
"R_31bChLgS7Mr9SHs","2022-04-27 20:51:37","2022-04-27 20:52:08",100,31,1,"15","1","7",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,57,1,24,1,1,,3,4
"R_2uvneoDn6Nd1Wxx","2022-04-27 20:47:03","2022-04-27 20:52:22",100,319,1,"15","2","1",5,3,6,3.063,,,,,,,4,2,3.455,2,7,7.454,3,5,4.323,,,,2,6,2.701,,,,4,6,4.162,,,,,,,,,,,,,,,,4,3,25,6,7,5.172,,,,3,3,3.121,3,5,33.401,2,6,2.447,3,5,10.923,2,6,3.835,4,7,2.308,3,5,11.164,,,,,,,,,,,,,6,3,3.483,4,4,14.749,,,,2,7,5.617,7,3,3.232,,,,,,,,,,,,,3,5,20.248,,,,"41","3,5",,3,4,2,78,75,"3",8,16.28,50,11.034,20,10.658,36,1,5,11,"1",3,6,3,1,2,36,1,4,2,1,3,2,3
"R_3maa2nciyMqMHgw","2022-04-27 20:51:54","2022-04-27 20:52:26",100,31,1,"15","6","1,3,8",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,20,2,5,1,1,,4,3
"R_efgUEx78jNQ5Hl7","2022-04-27 20:43:53","2022-04-27 20:52:39",100,525,1,"15","6","1",5,,,,1,1,8.241,1,1,6.36,,,,,,,1,1,7.901,,,,,,,,,,,,,1,1,9.084,,,,1,1,12.223,1,1,12.749,1,1,6.947,1,1,8.665,1,1,6.921,,,,,,,1,1,9.523,1,1,9.051,,,,1,1,20.77,1,4,13.735,,,,,,,1,3,9.582,1,1,6.9,1,1,10.938,,,,,,,1,1,8.139,,,,1,4,9.098,,,,1,1,14.087,,,,,,,1,1,8.837,,,,"3,5","3,5",3,3,3,4,38,67,"4,5",8,10.829,50,34.375,20,14.52,66,2,6,8,"1",7,5,7,2,2,66,2,9,1,1,,3,4
"R_1OAXj8wWnQUI8U2","2022-04-27 20:51:54","2022-04-27 20:52:44",100,49,1,"13","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,19,1,7,2,1,,1,4
"R_3RdyyadPQNw7Z9P","2022-04-27 20:46:27","2022-04-27 20:52:45",100,377,1,"15","4","1",5,1,1,8.09,,,,1,3,6.371,,,,1,5,8.133,,,,,,,1,2,5.462,2,6,7.087,2,5,8.019,1,2,13.1,,,,,,,1,3,10.486,,,,1,1,5.978,1,3,18.312,,,,,,,,,,2,5,5.316,1,5,5.54,,,,1,5,5.399,,,,,,,,,,,,,,,,1,5,6.294,1,2,6.619,1,4,7.287,1,3,18.965,,,,,,,,,,,,,1,3,7.875,1,2,7.235,1,3,17.01,"17","3,5",2,4,3,4,76,31,"4,5",8,8.301,50,5.001,20,13.049,45,2,4,8,"1",8,3,7,2,2,45,2,16,1,1,5,1,2
"R_21Aoi2IuwwMuBHJ","2022-04-27 20:44:21","2022-04-27 20:52:52",100,510,1,"15","3","1,3,4,8",5,,,,,,,4,3,14.137,,,,,,,,,,7,7,18.288,6,5,10.836,6,6,10.272,7,7,10.536,7,7,8.553,5,6,9.501,,,,7,7,9.49,,,,,,,1,1,7.378,7,7,6.46,,,,,,,5,5,9.601,1,1,9.902,,,,3,4,8.401,5,5,7.952,,,,,,,4,4,11.582,,,,,,,,,,1,1,41.951,,,,1,2,13.068,7,7,9.445,3,1,8.393,6,1,21.495,,,,,,,,,,"1,4","3",1,3,3,1,38,67,"4,5",8,33.091,50,9.992,20,15.701,40,2,4,4,"1,4",8,5,11,1,2,40,2,6,10,1,8,1,3
"R_2789vntIEVpBrSF","2022-04-27 20:47:14","2022-04-27 20:52:52",100,337,1,"15","4","1,2,3,4,5,8",5,1,3,12.389,,,,,,,,,,,,,,,,1,1,7.975,1,2,7.861,1,1,7.5,,,,,,,1,2,6.692,,,,1,2,10.32,1,4,7.094,1,2,8.957,1,1,9.316,,,,1,2,10.741,,,,,,,,,,1,2,11.866,1,5,7.882,1,5,11.384,,,,1,5,6.536,1,4,8.649,,,,,,,1,4,8.508,1,2,9.296,,,,,,,1,3,7.097,1,1,12.19,,,,1,4,7.806,,,,,,,"5,7,9","3,5",3,3,2,2,4,93,"4,5",8,11.157,50,8.994,20,11.459,37,2,6,12,"1,3",6,5,7,2,2,37,2,23,15,1,10,1,4
"R_1l3k7XA5AGItvca","2022-04-27 20:46:34","2022-04-27 20:52:55",100,380,1,"15","1","1,2",5,,,,1,7,5.147,1,7,6.937,1,7,7.599,,,,,,,,,,1,7,8.969,,,,1,7,6.044,1,7,5.829,,,,,,,,,,1,7,10.988,1,7,9.297,1,7,10.75,1,7,7.37,,,,,,,,,,,,,1,7,7.422,,,,1,7,5.845,1,7,5.661,1,7,5.728,1,7,5.571,1,7,5.849,,,,,,,,,,,,,1,7,5.829,4,7,7.89,1,7,8.841,1,7,6.845,,,,,,,,,,"3,5,15,59","3,5",1,1,1,1,2,65,"4,5",4,61.991,50,9.166,39,13.262,61,1,3,3,"1",8,7,1,1,2,61,1,,1,1,,,1
"R_3fTU8rZ2MvJKNAT","2022-04-27 20:44:21","2022-04-27 20:53:06",100,525,1,"15","3","1,2,4",5,1,1,11.383,,,,,,,,,,,,,,,,,,,,,,1,1,11.051,,,,1,1,4.929,1,1,15.845,7,7,17.008,7,7,13.955,1,1,5.671,,,,1,1,8.301,7,7,10.136,,,,1,1,10.756,7,7,16.684,1,1,21.301,,,,1,1,8.168,1,1,27.1,7,7,7.044,,,,1,1,22.193,,,,,,,,,,7,7,6.112,1,1,10.491,,,,,,,1,1,14.586,,,,,,,7,7,8.929,,,,"57","6",3,3,3,3,50,52,"4,5",50,16.498,20,14.12,80,20.102,50,2,1,1,"1",8,1,1,2,2,50,2,2,1,1,3,3,2
"R_3gZszX9VCdJ13Y4","2022-04-27 20:52:24","2022-04-27 20:53:12",100,48,1,"15","5","7",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,41,1,1,1,1,,4,3
"R_3KMWVpNwxVppONF","2022-04-27 20:47:49","2022-04-27 20:53:21",100,332,1,"15","2,3,4","1",5,,,,,,,,,,1,7,7.688,1,1,6.19,1,1,6.36,,,,,,,1,1,7.118,1,1,8.176,1,4,7.494,1,1,5.935,1,1,12.295,1,4,10.648,1,1,7.801,,,,,,,,,,,,,,,,,,,,,,1,4,7.388,1,1,7.183,1,6,9.983,,,,1,7,7.55,1,1,7.823,,,,,,,1,6,7.176,1,1,6.712,,,,,,,1,1,5.925,1,6,9.451,,,,1,4,7.417,,,,,,,"11","3,5",1,1,1,1,0,100,"4,5",8,12.3,50,10.043,20,10.459,61,1,2,3,"1",8,4,1,2,2,61,1,4,1,1,3,1,3
"R_2VlKjHWNPzS36oQ","2022-04-27 20:46:31","2022-04-27 20:53:23",100,411,1,"15","2,3,5","1,2,3,4,8",5,5,6,3.188,,,,6,5,4.643,,,,6,6,19.232,,,,,,,6,5,7.73,,,,,,,5,5,5.233,4,5,4.157,,,,,,,,,,,,,5,4,11.007,5,5,5.4,6,5,6.811,5,5,3.788,6,5,14.112,4,4,4.159,,,,5,5,8.837,,,,,,,6,6,19.67,,,,,,,6,7,4.425,6,5,4.58,5,5,6.642,,,,,,,,,,,,,,,,5,5,8.678,6,5,3.643,5,5,4.295,"3,4,14","3",3,3,3,3,74,68,"3",8,15.489,100,29.921,80,25.897,35,2,4,3,"2",8,7,10,2,2,35,2,1,2,1,3,3,2
"R_5bBl74eVPwd91vP","2022-04-27 20:47:04","2022-04-27 20:53:24",100,379,1,"15","2,5","1,2,4",5,1,1,4.849,1,1,5.18,,,,,,,,,,1,1,5.139,1,1,3.288,,,,,,,1,1,4.601,,,,,,,1,1,3.536,,,,1,1,4.304,,,,1,1,4.172,,,,1,1,4.411,1,1,4.101,1,1,4.699,,,,,,,,,,,,,1,1,4.418,1,1,7.044,1,1,3.781,,,,,,,1,1,3.101,1,1,3.447,,,,,,,1,1,3.192,1,1,3.023,1,1,7.716,,,,,,,1,1,3.584,"8,10","3,5",3,4,2,4,5,1,"4,5",4,48.055,50,30.564,39,18.535,29,1,5,11,"1",4,3,9,2,2,30,1,20,1,1,8,3,3
"R_11jByX1h5HU47bF","2022-04-27 20:41:23","2022-04-27 20:53:34",100,731,1,"15","3,4,5","1,2,4,5,8",5,,,,,,,,,,,,,1,3,16.059,1,5,18.082,,,,4,6,23.621,1,1,7.576,,,,,,,1,2,9.923,,,,1,1,4.81,,,,1,1,13.229,,,,3,7,10.883,1,7,16.153,1,1,7.365,4,2,30.576,,,,,,,1,1,20.033,1,1,9.533,,,,1,2,9.801,,,,,,,,,,1,1,3.843,,,,1,6,16.796,1,5,9.253,1,4,11.25,,,,,,,1,1,95.543,1,1,5.921,,,,"9","3,5",4,4,3,3,53,51,"4,5",8,15.471,50,17.197,20,14.704,,2,2,11,"1",6,7,6,2,2,32,2,22,15,2,,4,1
"R_3PUmaM8sNeN0GgY","2022-04-27 20:52:32","2022-04-27 20:53:38",100,66,1,"15","5","1,2,4,5,8",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,36,1,20,1,2,8,1,4
"R_3P7uy2QM98vQ97f","2022-04-27 20:44:53","2022-04-27 20:53:38",100,525,1,"15","2,4","1,2",5,,,,3,2,14.89,5,5,10.509,,,,,,,,,,,,,6,6,12.275,3,3,16.7,6,6,8.396,6,6,17.042,,,,1,1,9.955,3,2,13.477,,,,,,,1,1,13,,,,,,,2,2,11.804,5,5,9.601,6,6,9.443,5,6,10.415,7,6,9.823,,,,,,,,,,,,,7,7,9.085,5,5,9.401,,,,5,5,9.696,,,,4,3,12.358,5,5,9.667,,,,,,,5,5,15.625,,,,,,,"4,22,60","3,5",2,4,4,4,81,21,"4,5",8,47.941,50,7.236,25,19.514,62,1,5,3,"1",6,5,5,2,2,62,1,5,1,1,8,2,1
"R_2osptkcVOVREmtP","2022-04-27 20:41:26","2022-04-27 20:53:38",100,732,1,"15","2,3","1,2,3,4,5,8",5,3,5,7.247,4,4,7.954,,,,5,6,11.66,,,,,,,,,,4,4,13.352,4,7,7.759,4,5,6.064,4,7,11.559,,,,1,1,31.957,,,,3,4,28.647,,,,,,,,,,,,,6,6,13.409,,,,,,,,,,,,,,,,3,4,8.307,3,4,9.124,3,5,8.508,2,2,27.399,1,1,9.722,,,,3,3,8.206,4,4,11.422,5,5,14.193,,,,3,3,5.508,1,1,16.159,,,,,,,,,,"4,8,12,40","3,5",1,2,3,3,14,70,"4,5",8,34.773,50,28.236,20,109.032,26,2,4,1,"6",6,3,6,1,1,26,2,27,1,12,,,1
"R_oXhrdj1r6MJkY1z","2022-04-27 20:48:27","2022-04-27 20:53:46",100,319,1,"15","2,3,4","1,2,3,4,8",5,,,,5,4,6.201,,,,,,,1,1,6.155,7,6,5.1,,,,5,7,10.731,6,7,8.353,3,1,4.015,1,1,4.822,1,1,4.452,7,6,6.599,,,,,,,,,,,,,,,,,,,1,2,6.643,,,,4,5,5.344,,,,3,4,4.509,,,,,,,,,,,,,,,,,,,3,2,6.363,4,5,3.858,6,7,7.801,5,5,6.66,,,,3,2,5.513,,,,4,6,6.225,1,1,5.072,7,7,6.179,"1,2,3,4,6,7,8,9,10,14,19,27,39,44,50","3,5",1,2,2,2,7,88,"4,5",8,12.18,50,23.037,20,9.465,25,2,3,4,"2",7,6,6,2,2,41,2,6,2,1,4,1,3
"R_2zTSu7k2Q2wVGeT","2022-04-27 20:53:29","2022-04-27 20:53:53",100,23,1,"15","","7",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,39,1,22,1,1,,3,3
"R_TbfTHNqP5TD1JqV","2022-04-27 20:53:34","2022-04-27 20:54:09",100,35,1,"15","6","7",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,73,1,11,1,1,8,1,1
"R_DCd8rUuo9Oh5wpb","2022-04-27 20:52:22","2022-04-27 20:54:13",100,110,1,"15","","1",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,,,,"",,,,,,,,,,,"",,,,,,75,2,5,1,1,,,2
"R_3PudUmvGBtSiWqb","2022-04-27 20:48:20","2022-04-27 20:54:13",100,353,1,"15","3,5","1,2,4",5,1,1,6.539,,,,7,7,6.28,7,7,6.701,,,,,,,1,1,7.3,,,,,,,,,,,,,,,,,,,1,1,7.246,7,7,8.103,1,1,5.119,1,1,7.401,1,1,17.064,7,7,6.8,,,,,,,1,1,7.202,,,,7,7,5.862,7,7,6.559,,,,,,,,,,,,,,,,1,1,4.701,7,7,5.112,1,1,6.173,1,1,7.101,,,,1,1,8.187,7,7,8.542,,,,,,,7,7,5.865,"2,3,5,14,19","3",2,6,5,5,100,3,"4,5",8,23.778,50,13.782,20,12.344,38,2,5,10,"1",8,4,11,2,2,38,2,19,1,1,,,2
"R_3m9In449Ycp1miF","2022-04-27 20:47:54","2022-04-27 20:54:19",100,384,1,"15","6","2,3,8",5,1,1,5.838,1,1,3.885,,,,,,,,,,,,,,,,1,1,7.667,,,,,,,1,1,5.67,1,1,7.698,,,,,,,,,,1,1,5.865,1,1,29.763,3,3,7.459,1,1,6.516,1,1,4.247,2,2,5.737,2,2,9.679,1,1,5.479,,,,,,,1,1,4.283,1,1,4.584,,,,1,1,3.232,,,,,,,,,,1,1,8.314,1,1,8.576,2,2,5.316,,,,,,,2,3,6.5,,,,,,,"7","3,5",3,3,3,3,32,43,"4,5",8,7.657,50,14.195,10,25.016,21,2,4,2,"1",6,3,6,2,2,21,2,,1,1,,,3
